Judul Berita,Link Berita,Link Gambar,Tema Berita
"Link Pendaftaran CPNS, Formasi, Syarat, dan Jadwalnya",https://www.cnbcindonesia.com/tech/20240518081848-37-539227/link-pendaftaran-cpns-formasi-syarat-dan-jadwalnya,https://awsimages.detik.net.id/visual/2023/10/10/pendaftaran-cpns-diperpanjang-ini-5-instansi-sepi-peminat_43.jpeg?w=152&q=90,Kemenkes
"7 Lembaga Ini Buka Formasi Jumbo CPNS, Cek Cara Daftarnya",https://www.cnbcindonesia.com/news/20240513092412-4-537502/7-lembaga-ini-buka-formasi-jumbo-cpns-cek-cara-daftarnya,https://awsimages.detik.net.id/visual/2024/04/02/menteri-panrb-abdullah-azwar-anas-menghimbau-untuk-semua-asn-tidak-menggunakan-kendaraan-dinas-untuk-mudik_43.png?w=152&q=90,Kemenkes
"Lowongan CPNS 2024 Dibuka Mei Ini, Cek Syarat dan Link Pendaftaran",https://www.cnbcindonesia.com/news/20240511134209-4-537245/lowongan-cpns-2024-dibuka-mei-ini-cek-syarat-dan-link-pendaftaran,https://awsimages.detik.net.id/visual/2021/09/02/seleksi-kompetensi-dasar-skd-bagi-calon-pegawai-negeri-sipil-cpns_43.jpeg?w=152&q=90,Kemenkes
"Bangun 4 RS Raksasa, Kemenkes Buka Lowongan Kerja Besar-besaran!",https://www.cnbcindonesia.com/news/20240508174425-4-536821/bangun-4-rs-raksasa-kemenkes-buka-lowongan-kerja-besar-besaran,https://awsimages.detik.net.id/visual/2024/05/07/infografis-krisis-dokter-rasio-dokter-per-1000-penduduk-2024_43.jpeg?w=152&q=90,Kemenkes
"Link Pendaftaran CPNS 2024, Jadwal dan Formasi",https://www.cnbcindonesia.com/tech/20240508132533-37-536697/link-pendaftaran-cpns-2024-jadwal-dan-formasi,https://awsimages.detik.net.id/visual/2023/11/09/pelaksanaan-tes-seleksi-kompetensi-dasar-skd-calon-pegawai-negeri-sipil-cpns-mulai-dilaksanakan-hari-ini-kamis-9112023-salah-s_43.jpeg?w=152&q=90,Kemenkes
"Catat! Ini Syarat, Jadwal, Formasi dan Link Pendaftaran CPNS 2024",https://www.cnbcindonesia.com/tech/20240504173155-37-535759/catat-ini-syarat-jadwal-formasi-dan-link-pendaftaran-cpns-2024,https://awsimages.detik.net.id/visual/2023/08/29/lengkap-formasi-syarat-cara-daftar-cpns-pppk-2023-1_43.jpeg?w=152&q=90,Kemenkes
"CASN 2024 Dibuka Mei, Cek Formasinya di Sini!",https://www.cnbcindonesia.com/news/20240503100129-4-535455/casn-2024-dibuka-mei-cek-formasinya-di-sini,https://awsimages.detik.net.id/visual/2023/11/09/peserta-mengikuti-pelaksanaan-skdseleksi-kompetensi-casn-2023-di-kantor-badan-kepegawaian-negara-bkn-pusat-jakarta-kamis-91120-15_43.jpeg?w=152&q=90,Kemenkes
"Link Pendaftaran CPNS 2024, Cek Jadwal, Formasi, dan Syaratnya!",https://www.cnbcindonesia.com/tech/20240503103419-37-535470/link-pendaftaran-cpns-2024-cek-jadwal-formasi-dan-syaratnya,https://awsimages.detik.net.id/visual/2021/09/02/seleksi-kompetensi-dasar-skd-bagi-calon-pegawai-negeri-sipil-cpns-13_43.jpeg?w=152&q=90,Kemenkes
Terbaru! Kementerian Lembaga Buka Lowongan CASN Besar-besaran 2024,https://www.cnbcindonesia.com/news/20240430120925-4-534602/terbaru-kementerian-lembaga-buka-lowongan-casn-besar-besaran-2024,https://awsimages.detik.net.id/visual/2023/10/10/pendaftaran-cpns-diperpanjang-ini-5-instansi-sepi-peminat_43.jpeg?w=152&q=90,Kemenkes
Terbaru! Formasi CPNS & PPPK 2024 di 7 Kementerian,https://www.cnbcindonesia.com/news/20240425060824-4-533212/terbaru-formasi-cpns-pppk-2024-di-7-kementerian,https://awsimages.detik.net.id/visual/2023/11/09/peserta-mengikuti-pelaksanaan-skdseleksi-kompetensi-casn-2023-di-kantor-badan-kepegawaian-negara-bkn-pusat-jakarta-kamis-91120_43.jpeg?w=152&q=90,Kemenkes
"3 Kementerian Buka Lowongan CPNS & PPPK Besar-besaran, Ini Daftarnya",https://www.cnbcindonesia.com/news/20240418062035-4-531166/3-kementerian-buka-lowongan-cpns-pppk-besar-besaran-ini-daftarnya,https://awsimages.detik.net.id/visual/2023/11/09/peserta-mengikuti-pelaksanaan-skdseleksi-kompetensi-casn-2023-di-kantor-badan-kepegawaian-negara-bkn-pusat-jakarta-kamis-91120-8_43.jpeg?w=152&q=90,Kemenkes
"Lowongan CPNS & PPPK Kemenkes 2024, Rincian Formasi & Link Daftar!",https://www.cnbcindonesia.com/news/20240403112056-4-527820/lowongan-cpns-pppk-kemenkes-2024-rincian-formasi-link-daftar,https://awsimages.detik.net.id/visual/2023/10/10/pendaftaran-cpns-diperpanjang-ini-5-instansi-sepi-peminat_43.jpeg?w=152&q=90,Kemenkes
Menkes Buka Lowongan 1.000 PNS & PPPK Buat Penempatan di IKN!,https://www.cnbcindonesia.com/news/20240402110108-4-527412/menkes-buka-lowongan-1000-pns-pppk-buat-penempatan-di-ikn,https://awsimages.detik.net.id/visual/2024/03/22/cek-ini-daftar-asn-dari-25-instansi-yang-siap-pindah-ke-ikn_43.png?w=152&q=90,Kemenkes
"Kemenkes Buka Lowongan 23.200 CPNS & PPPK di 2024, Ini Lengkapnya!",https://www.cnbcindonesia.com/news/20240402094106-4-527371/kemenkes-buka-lowongan-23200-cpns-pppk-di-2024-ini-lengkapnya,https://awsimages.detik.net.id/visual/2023/09/15/stetoskop_43.jpeg?w=152&q=90,Kemenkes
Pengumuman! Menkes Buka 5.500 Lowongan Dokter dan Nakes,https://www.cnbcindonesia.com/news/20240401055938-4-526905/pengumuman-menkes-buka-5500-lowongan-dokter-dan-nakes,https://awsimages.detik.net.id/visual/2023/12/23/menteri-kesehatan-budi-gunadi-sadikin-dok-kemenkes_43.jpeg?w=152&q=90,Kemenkes
"Daftar 39 Sekolah Kedinasan di Indonesia, Bisa Langsung CPNS",https://www.cnbcindonesia.com/lifestyle/20240226094433-33-517506/daftar-39-sekolah-kedinasan-di-indonesia-bisa-langsung-cpns,https://awsimages.detik.net.id/visual/2018/10/18/e3f8192f-082c-46db-abf2-435cde0f96fa_43.jpeg?w=152&q=90,Kemenkes
"PNS yang ke IKN Bakal Diseleksi Ketat, Ini Syaratnya!",https://www.cnbcindonesia.com/news/20240131051257-4-510311/pns-yang-ke-ikn-bakal-diseleksi-ketat-ini-syaratnya,https://awsimages.detik.net.id/visual/2023/11/09/peserta-mengikuti-pelaksanaan-skdseleksi-kompetensi-casn-2023-di-kantor-badan-kepegawaian-negara-bkn-pusat-jakarta-kamis-91120-17_43.jpeg?w=152&q=90,Kemenkes
Menteri PANRB: Ada 671.731 ASN Pensiun hingga 2027,https://www.cnbcindonesia.com/news/20240105180131-4-503147/menteri-panrb-ada-671731-asn-pensiun-hingga-2027,https://awsimages.detik.net.id/visual/2023/03/29/press-statement-thr-dan-gaji-13_43.png?w=152&q=90,Kemenkes
"CPNS 2023 Ditutup 3 Hari Lagi, 5 Instansi Ini Sepi Pendaftar",https://www.cnbcindonesia.com/news/20231006073005-4-478350/cpns-2023-ditutup-3-hari-lagi-5-instansi-ini-sepi-pendaftar,https://awsimages.detik.net.id/visual/2021/06/29/cover-topik-cpns-2021konten_43.png?w=152&q=90,Kemenkes
Cek Yuk! 6 Instansi Ini Buka Formasi CASN 2023 Terbanyak,https://www.cnbcindonesia.com/news/20230925111019-4-475230/cek-yuk-6-instansi-ini-buka-formasi-casn-2023-terbanyak,https://awsimages.detik.net.id/visual/2021/09/02/seleksi-kompetensi-dasar-skd-bagi-calon-pegawai-negeri-sipil-cpns-9_43.jpeg?w=152&q=90,Kemenkes
"Daftar CPNS & PPPK 7 Instansi Ini Tidak Syaratkan TOEFL, Cek!",https://www.cnbcindonesia.com/news/20230922181902-4-474852/daftar-cpns-pppk-7-instansi-ini-tidak-syaratkan-toefl-cek,https://awsimages.detik.net.id/visual/2021/09/02/seleksi-kompetensi-dasar-skd-bagi-calon-pegawai-negeri-sipil-cpns-11_43.jpeg?w=152&q=90,Kemenkes
"Skema Baru! PNS Bisa Cepat Naik Jabatan, Asal..",https://www.cnbcindonesia.com/news/20230713165111-4-454068/skema-baru-pns-bisa-cepat-naik-jabatan-asal,https://awsimages.detik.net.id/visual/2023/06/23/selamat-pns-ini-kebagian-rezeki-nomplok-dari-jokowi_43.png?w=152&q=90,Kemenkes
"Lowongan CPNS Segera Buka, Cek Gaji PNS Terkini",https://www.cnbcindonesia.com/news/20230317051239-4-422417/lowongan-cpns-segera-buka-cek-gaji-pns-terkini,https://awsimages.detik.net.id/visual/2021/10/21/skd-cpns-kemenkumham-jatim-bernuansa-squid-game-dok-kemenkumham-jatim-3_43.jpeg?w=152&q=90,Kemenkes
"Siap-siap CPNS 2023 Dibuka, Posisi Ini Paling Dibutuhkan!",https://www.cnbcindonesia.com/news/20230208100752-4-412015/siap-siap-cpns-2023-dibuka-posisi-ini-paling-dibutuhkan,https://awsimages.detik.net.id/visual/2019/06/10/0b7a2b3f-f195-453b-a463-83c01f434ccb_43.jpeg?w=152&q=90,Kemenkes
"Makin Banyak Lowongan CPNS 2023, Formasi Dibuka Apa Saja?",https://www.cnbcindonesia.com/news/20230206071518-4-411178/makin-banyak-lowongan-cpns-2023-formasi-dibuka-apa-saja,https://awsimages.detik.net.id/visual/2021/09/02/seleksi-kompetensi-dasar-skd-bagi-calon-pegawai-negeri-sipil-cpns_43.jpeg?w=152&q=90,Kemenkes
Siap-siap! Lowongan CPNS 2023 Dibuka Lebih Cepat,https://www.cnbcindonesia.com/news/20230127125756-4-408761/siap-siap-lowongan-cpns-2023-dibuka-lebih-cepat,https://awsimages.detik.net.id/visual/2020/09/01/tes-cpns-di-tengah-pandemi-cnbc-indonesia-andrean-kristianto-22_43.jpeg?w=152&q=90,Kemenkes
Terbaru! Ini Bocoran Jadwal Seleksi CASN 2023,https://www.cnbcindonesia.com/news/20230125150211-4-408175/terbaru-ini-bocoran-jadwal-seleksi-casn-2023,https://awsimages.detik.net.id/visual/2022/02/11/alex-denni-deputi-bidang-sdm-aparatur-kementerian-panrb-tangkapan-layar_43.jpeg?w=152&q=90,Kemenkes
Pangkat Golongan PNS Serta Besaran Tunjangan Terbaru 2022,https://www.cnbcindonesia.com/mymoney/20220721110121-72-357341/pangkat-golongan-pns-serta-besaran-tunjangan-terbaru-2022,https://awsimages.detik.net.id/visual/2022/01/24/dear-tenaga-honorer-kalian-akan-diangkat-jadi-pns-lho_43.png?w=152&q=90,Kemenkes
Tanda Kiamat PNS Makin Nyata: Tahun ini Tak Ada Lowongan CPNS,https://www.cnbcindonesia.com/news/20220517142647-4-339547/tanda-kiamat-pns-makin-nyata-tahun-ini-tak-ada-lowongan-cpns,https://awsimages.detik.net.id/visual/2021/10/06/infografis-gokil-pns-ini-gajinya-lebih-dari-rp-100-juta_43.jpeg?w=152&q=90,Kemenkes
Pengumuman! Pemerintah Buka Lowongan PPPK Guru & Nakes,https://www.cnbcindonesia.com/news/20220411160630-4-330683/pengumuman-pemerintah-buka-lowongan-pppk-guru-nakes,https://awsimages.detik.net.id/visual/2021/09/02/seleksi-kompetensi-dasar-skd-bagi-calon-pegawai-negeri-sipil-cpns-13_43.jpeg?w=152&q=90,Kemenkes
Lowongan CPNS 2021: Ini Instansi yang Masih Sepi Peminat,https://www.cnbcindonesia.com/news/20210715221247-4-261307/lowongan-cpns-2021-ini-instansi-yang-masih-sepi-peminat,https://awsimages.detik.net.id/visual/2020/09/01/tes-cpns-di-tengah-pandemi-cnbc-indonesia-andrean-kristianto-26_43.jpeg?w=152&q=90,Kemenkes
KPU Angkat Bicara Pasca BGS Kapok Pakai Data Kemenkes,https://www.cnbcindonesia.com/news/20210123104512-4-218209/kpu-angkat-bicara-pasca-bgs-kapok-pakai-data-kemenkes,https://awsimages.detik.net.id/visual/2020/12/09/petugas-kpps-jemput-bola-ke-pasien-otg-covid-19-6_43.jpeg?w=152&q=90,Kemenkes
