Judul Berita,Link Berita,Link Gambar,themes,recommendation
Pemerintah Intip Medsos Calon Pegawai Negeri,https://news.detik.com/berita/d-4782249/pemerintah-intip-medsos-calon-pegawai-negeri,https://akcdn.detik.net.id/community/media/visual/2018/02/28/56c2fb37-87c6-4fc9-9527-0968d9924731_43.png?w=250&q=90,kemenkominfo,"['Komunikasi', 'Informatika', 'Kemenkominfo', 'CPNS']"
"Pengumuman Hasil Seleksi Administrasi CPNS dan PPPK 2023, Cek Sekarang!",https://www.detik.com/bali/berita/d-6987536/pengumuman-hasil-seleksi-administrasi-cpns-dan-pppk-2023-cek-sekarang,https://akcdn.detik.net.id/community/media/visual/2023/02/03/ilustrasi-pegawai-asn_43.jpeg?w=250&q=90,kemenkominfo,"['Komunikasi', 'Informatika', 'Kemenkominfo', 'CPNS']"
Pengumuman! Cek Hasil Tes CPNS di 5 Kementerian Ini di Sini,https://www.cnbcindonesia.com/news/20211228122934-4-302632/pengumuman-cek-hasil-tes-cpns-di-5-kementerian-ini-di-sini,https://awsimages.detik.net.id/visual/2021/10/21/skd-cpns-kemenkumham-jatim-bernuansa-squid-game-dok-kemenkumham-jatim-6_43.jpeg?w=152&q=90,kemenkominfo,"['Komunikasi', 'Informatika', 'Kemenkominfo', 'CPNS']"
Kuliah di UGM Gratis? Cek Syarat Beasiswa S2 Kemenkominfo,https://www.detik.com/edu/beasiswa/d-6092707/kuliah-di-ugm-gratis-cek-syarat-beasiswa-s2-kemenkominfo,https://akcdn.detik.net.id/community/media/visual/2022/05/24/beasiswa-s2-kemenkominfo_43.jpeg?w=250&q=90,kemenkominfo,"['Komunikasi', 'Informatika', 'Kemenkominfo', 'CPNS']"
"CASN 2024 Dibuka Mei, Ini Cara Daftarnya!",https://www.cnbcindonesia.com/news/20240326070146-4-525349/casn-2024-dibuka-mei-ini-cara-daftarnya,https://awsimages.detik.net.id/visual/2024/03/19/pelaksana-tugas-kepala-badan-kepegawaian-negara-haryomo-dwi-putranto-dalam-konferensi-pers-di-press-room-kementerian-komunikas_43.png?w=152&q=90,kemenkominfo,"['Komunikasi', 'Informatika', 'Kemenkominfo', 'CPNS']"
Gaji ke-13 Cair! Ingat Dibayar Tak Full 100% & Tak Serentak,https://www.cnbcindonesia.com/news/20230616061623-4-446410/gaji-ke-13-cair-ingat-dibayar-tak-full-100-tak-serentak,https://awsimages.detik.net.id/visual/2021/05/23/infografis-gaji-ke-13-pns-cair-1-juni-cek-besaran-tiap-golonganaristya-rahadian_43.png?w=152&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
"Jangan Kelewatan! Lowongan 1,03 Juta CASN Dibuka September",https://www.cnbcindonesia.com/news/20230706100454-4-451804/jangan-kelewatan-lowongan-103-juta-casn-dibuka-september,https://awsimages.detik.net.id/visual/2021/09/02/seleksi-kompetensi-dasar-skd-bagi-calon-pegawai-negeri-sipil-cpns-13_43.jpeg?w=152&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
THR PNS Daerah Cair! Sri Mulyani Sudah Transfer ke 55 Pemda,https://www.cnbcindonesia.com/news/20220421193309-4-333748/thr-pns-daerah-cair-sri-mulyani-sudah-transfer-ke-55-pemda,https://awsimages.detik.net.id/visual/2019/10/03/01b46223-772f-4c9d-89f0-93a056b4e696_43.jpeg?w=152&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
"Beasiswa Prasejahtera LPDP 2024, Kuliah S2 Gratis untuk Warga Kurang Mampu",https://www.detik.com/sumbagsel/berita/d-7145864/beasiswa-prasejahtera-lpdp-2024-kuliah-s2-gratis-untuk-warga-kurang-mampu,https://akcdn.detik.net.id/community/media/visual/2022/01/29/ilustrasi-lulus-kuliah-wisuda-pendidikan-beasiswa_43.jpeg?w=250&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
Kemenkeu Gandeng BKN Genjot Pelayanan PNS Berbasis IT,https://www.cnbcindonesia.com/news/20190819111025-4-92909/kemenkeu-gandeng-bkn-genjot-pelayanan-pns-berbasis-it,https://awsimages.detik.net.id/visual/2019/08/19/1a0e8d63-8a3d-4a16-871c-a741cc74c38c_43.jpeg?w=152&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
"Sri Mulyani Cairkan Gaji ke-13 PNS, Cek Besaran & Penerima!",https://www.cnbcindonesia.com/news/20230606063816-4-443216/sri-mulyani-cairkan-gaji-ke-13-pns-cek-besaran-penerima,https://awsimages.detik.net.id/visual/2022/05/13/infografis-gak-perlu-ngantor-pns-bakal-kerja-bak-pegawai-startup_43.jpeg?w=152&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
6 Fakta CPNS Bakamla Tutup Usia Saat Latihan Coast Guard,https://news.detik.com/berita/d-6303279/6-fakta-cpns-bakamla-tutup-usia-saat-latihan-coast-guard,https://akcdn.detik.net.id/community/media/visual/2022/09/20/suasana-cpns-bakamla-ikuti-coast-guard-basic-training_43.jpeg?w=250&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
"Usai Pilpres Menteri Basuki Kumpulkan Ribuan CPNS, Ada Apa?",https://www.cnbcindonesia.com/news/20190422091807-4-67875/usai-pilpres-menteri-basuki-kumpulkan-ribuan-cpns-ada-apa,https://awsimages.detik.net.id/visual/2019/04/22/31b200b8-c80b-4627-b2c7-c762b1d1fb89_43.jpeg?w=152&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
Sri Mulyani: Kalau Tidak Cocok Keluar Sekarang!,https://www.cnbcindonesia.com/news/20190731110003-4-88789/sri-mulyani-kalau-tidak-cocok-keluar-sekarang,https://awsimages.detik.net.id/visual/2019/07/30/663af682-fa42-4fd5-9a75-90e5a48221b9_43.jpeg?w=152&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
"Rekomendasi Sekolah Kedinasan buat Anak IPS, Kuliah Gratis dan Jadi CPNS",https://www.detik.com/edu/seleksi-masuk-pt/d-6576503/rekomendasi-sekolah-kedinasan-buat-anak-ips-kuliah-gratis-dan-jadi-cpns,https://akcdn.detik.net.id/community/media/visual/2022/04/08/kampus-pkn-stan_43.jpeg?w=250&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
Mau Kerja Bareng Sri Mulyani? Lowongan CPNS Kemenkeu Dibuka,https://www.cnbcindonesia.com/news/20191112095025-4-114523/mau-kerja-bareng-sri-mulyani-lowongan-cpns-kemenkeu-dibuka,https://awsimages.detik.net.id/visual/2018/10/26/62e86f23-5d57-4547-bfb5-633167d1a9fa_43.jpeg?w=152&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
"Gaji ke-13 ASN, Pensiunan, Janda, dan Duda PNS Cair 3 Hari Lagi!",https://finance.detik.com/berita-ekonomi-bisnis/d-6148810/gaji-ke-13-asn-pensiunan-janda-dan-duda-pns-cair-3-hari-lagi,https://akcdn.detik.net.id/community/media/visual/2022/06/21/infografis-daftar-penerima-gaji-ke-13-cair-juli-1_43.jpeg?w=250&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
"CASN 2024 Dibuka 3 Kali, Catat Jadwal Pendaftarannya!",https://www.cnbcindonesia.com/news/20240320111146-4-523575/casn-2024-dibuka-3-kali-catat-jadwal-pendaftarannya,https://awsimages.detik.net.id/visual/2023/11/09/peserta-mengikuti-pelaksanaan-skdseleksi-kompetensi-casn-2023-di-kantor-badan-kepegawaian-negara-bkn-pusat-jakarta-kamis-91120-3_43.jpeg?w=152&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
"Kuras Kas Negara, Rekrut PNS Harus Sesuai Kebutuhan",https://www.cnbcindonesia.com/news/20220411190450-4-330752/kuras-kas-negara-rekrut-pns-harus-sesuai-kebutuhan,https://awsimages.detik.net.id/visual/2021/09/02/seleksi-kompetensi-dasar-skd-bagi-calon-pegawai-negeri-sipil-cpns-6_43.jpeg?w=152&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
Apakah Bisa Daftar 2 Sekolah Kedinasan Sekaligus? Begini Ketentuannya,https://www.detik.com/edu/seleksi-masuk-pt/d-6655293/apakah-bisa-daftar-2-sekolah-kedinasan-sekaligus-begini-ketentuannya,https://akcdn.detik.net.id/community/media/visual/2016/05/03/9281bd57-bdc2-4c1e-996c-f9bf57f11655_43.jpg?w=250&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
"Terungkap, Ini Skenario Pemerintah Hapus Tenaga Honorer!",https://www.cnbcindonesia.com/news/20200127124439-4-132989/terungkap-ini-skenario-pemerintah-hapus-tenaga-honorer,https://awsimages.detik.net.id/visual/2020/01/21/0580ef00-9953-477d-86ca-24808b2b4970_43.png?w=152&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
"CASN 2024 Dibuka Mei, Ini Cara Daftarnya!",https://www.cnbcindonesia.com/news/20240326070146-4-525349/casn-2024-dibuka-mei-ini-cara-daftarnya,https://awsimages.detik.net.id/visual/2024/03/19/pelaksana-tugas-kepala-badan-kepegawaian-negara-haryomo-dwi-putranto-dalam-konferensi-pers-di-press-room-kementerian-komunikas_43.png?w=152&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
"4 Hari Lagi Gaji ke-13 PNS Cair, Cek di Sini Besarannya",https://finance.detik.com/berita-ekonomi-bisnis/d-6148294/4-hari-lagi-gaji-ke-13-pns-cair-cek-di-sini-besarannya,https://akcdn.detik.net.id/community/media/visual/2021/06/03/gaji-ke-13-pns-1_43.jpeg?w=250&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
"Seleksi CPNS Kemenkeu Lanjut, Siapkan Syarat-syarat Ini",https://www.cnbcindonesia.com/news/20200803184150-4-177186/seleksi-cpns-kemenkeu-lanjut-siapkan-syarat-syarat-ini,https://awsimages.detik.net.id/visual/2018/01/10/2527a2ab-1316-49b8-815c-67896c75d369_43.jpeg?w=152&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
"Dear Para Pencari Kerja, Maaf! Tak Ada Lowongan CPNS di 2021",https://www.cnbcindonesia.com/news/20200707122304-4-170777/dear-para-pencari-kerja-maaf-tak-ada-lowongan-cpns-di-2021,https://awsimages.detik.net.id/visual/2019/11/13/5de07e24-030f-42f6-85df-1fb39a32b2f2_43.jpeg?w=152&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
"Lowongan PKN STAN Bakal Disetop, PNS Kemenkeu Dipangkas!",https://www.cnbcindonesia.com/news/20200711095518-4-171880/lowongan-pkn-stan-bakal-disetop-pns-kemenkeu-dipangkas,https://awsimages.detik.net.id/visual/2018/01/10/67d20935-0c65-476c-96d7-767d99d11a7e_43.jpeg?w=152&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
"Viral CPNS Bakamla Meninggal, Kemenkeu Ikut Tanggung Jawab",https://www.cnbcindonesia.com/news/20220920113658-4-373515/viral-cpns-bakamla-meninggal-kemenkeu-ikut-tanggung-jawab,https://awsimages.detik.net.id/visual/2022/09/20/jakarta-19-september-2022-bakamla-riindonesian-coast-guard-segenap-keluarga-besar-bakamla-ri-berduka-cita-atas-meninggalnya-mu_43.png?w=152&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
"Cara Daftar CPNS 2023 yang Dibuka Hari Ini, Bisa Cek Gaji kalau Lolos",https://finance.detik.com/cpns/d-6940564/cara-daftar-cpns-2023-yang-dibuka-hari-ini-bisa-cek-gaji-kalau-lolos,https://akcdn.detik.net.id/community/media/visual/2023/08/10/ilustrasi-tes-cpns_43.jpeg?w=250&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
Cara Membeli e-Meterai di POSPAY Lengkap dengan Pembubuhannya,https://www.detik.com/sulsel/berita/d-6970253/cara-membeli-e-meterai-di-pospay-lengkap-dengan-pembubuhannya,https://akcdn.detik.net.id/community/media/visual/2023/09/26/ilustrasi-e-meterai_43.png?w=250&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
Beasiswa LPDP untuk Siapa Saja? Begini Ketentuan Pendaftar Tiap Program,https://www.detik.com/edu/beasiswa/d-6536387/beasiswa-lpdp-untuk-siapa-saja-begini-ketentuan-pendaftar-tiap-program,https://akcdn.detik.net.id/community/media/visual/2023/01/25/beasiswa-lpdp_43.jpeg?w=250&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
"Wahai Para 'Hero' CPNS Kemenkeu, Catat Pesan Ibu Sri Mulyani",https://www.cnbcindonesia.com/news/20210217164746-4-224093/wahai-para-hero-cpns-kemenkeu-catat-pesan-ibu-sri-mulyani,https://awsimages.detik.net.id/visual/2021/02/01/menteri-keuangan-sri-mulyani-saat-konferensi-pers-komite-stabilitas-sistem-keuangan-tangkapan-layar-youtube-kemenkeu-ri-1_43.png?w=152&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
Teruntuk PNS Baru Kemenkeu: Jangan Sombong & Jemawa!,https://www.cnbcindonesia.com/news/20210217201233-4-224152/teruntuk-pns-baru-kemenkeu-jangan-sombong-jemawa,https://awsimages.detik.net.id/visual/2020/03/11/94415fc0-e916-43f3-bee6-002ffe529bfd_43.jpeg?w=152&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
"Kasus CPNS Alumnus STAN Meninggal, Sri Mulyani Turun Tangan",https://www.cnbcindonesia.com/news/20220920105517-4-373496/kasus-cpns-alumnus-stan-meninggal-sri-mulyani-turun-tangan,https://awsimages.detik.net.id/visual/2019/04/10/e2efcb3e-9f26-45fe-b4d8-ad7eb9026200_43.png?w=152&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
19 Kementerian dan Lembaga Buka Formasi CPNS dan PPPK 2023,https://www.detik.com/jogja/bisnis/d-6941311/19-kementerian-dan-lembaga-buka-formasi-cpns-dan-pppk-2023,https://akcdn.detik.net.id/community/media/visual/2023/08/10/ilustrasi-tes-cpns_43.jpeg?w=250&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
"15.858 Formasi CPNS Dosen 2023 Diusulkan, Begini Gambaran Syaratnya",https://www.detik.com/edu/perguruan-tinggi/d-6772331/15-858-formasi-cpns-dosen-2023-diusulkan-begini-gambaran-syaratnya,https://akcdn.detik.net.id/community/media/visual/2021/11/01/kejaksaaan-agung-belum-umumkan-skd-cpns-2021-jadi-kapan_43.jpeg?w=250&q=90,kemenkeu,"['Keuangan', 'Kemenkeu', 'CPNS']"
"Rincian Formasi CPNS Kemenkes 2023, Kriteria Pelamar hingga Cara Daftarnya",https://www.detik.com/sulsel/berita/d-6943418/rincian-formasi-cpns-kemenkes-2023-kriteria-pelamar-hingga-cara-daftarnya,https://akcdn.detik.net.id/community/media/visual/2021/11/19/cpns-kemenkumham_43.jpeg?w=250&q=,kemenkes,"['Kesehatan', 'Kemenkes', 'CPNS']"
Cek Yuk! 6 Instansi Ini Buka Formasi CASN 2023 Terbanyak,https://www.cnbcindonesia.com/news/20230925111019-4-475230/cek-yuk-6-instansi-ini-buka-formasi-casn-2023-terbanyak,https://awsimages.detik.net.id/visual/2021/09/02/seleksi-kompetensi-dasar-skd-bagi-calon-pegawai-negeri-sipil-cpns-9_43.jpeg?w=152&q=90,kemenkes,"['Kesehatan', 'Kemenkes', 'CPNS']"
Catat! Ini Batas Usia Minimal dan Maksimal Pendaftar CPNS 2023,https://www.detik.com/jabar/berita/d-6942427/catat-ini-batas-usia-minimal-dan-maksimal-pendaftar-cpns-2023,https://akcdn.detik.net.id/community/media/visual/2022/10/17/senangnya-orang-orang-ini-diangkat-jadi-pns_43.jpeg?w=250&q=,kemenkes,"['Kesehatan', 'Kemenkes', 'CPNS']"
Kisi-kisi Tes CPNS yang Dibuka Juni 2023,https://finance.detik.com/cpns/d-6539421/kisi-kisi-tes-cpns-yang-dibuka-juni-2023,https://akcdn.detik.net.id/community/media/visual/2021/11/23/skb-cpns-1_43.jpeg?w=250&q=,kemenkes,"['Kesehatan', 'Kemenkes', 'CPNS']"
Pangkat Golongan PNS Serta Besaran Tunjangan Terbaru 2022,https://www.cnbcindonesia.com/mymoney/20220721110121-72-357341/pangkat-golongan-pns-serta-besaran-tunjangan-terbaru-2022,https://awsimages.detik.net.id/visual/2022/01/24/dear-tenaga-honorer-kalian-akan-diangkat-jadi-pns-lho_43.png?w=152&q=90,kemenkes,"['Kesehatan', 'Kemenkes', 'CPNS']"
Daftar Lowongan CPNS yang Bakal Dibuka Juni 2023,https://finance.detik.com/cpns/d-6539135/daftar-lowongan-cpns-yang-bakal-dibuka-juni-2023,https://akcdn.detik.net.id/community/media/visual/2021/11/15/materi-pokok-skb-cpns-2021-apa-saja-ini-link-downloadnya_43.jpeg?w=250&q=,kemenkes,"['Kesehatan', 'Kemenkes', 'CPNS']"
"Jadwal Pendaftaran PPPK 2022 Kesehatan, Link, dan Cara Cek Status",https://www.detik.com/sulsel/berita/d-6390759/jadwal-pendaftaran-pppk-2022-kesehatan-link-dan-cara-cek-status,https://akcdn.detik.net.id/community/media/visual/2022/06/05/pppk-mengundurkan-diri_43.jpeg?w=250&q=,kemenkes,"['Kesehatan', 'Kemenkes', 'CPNS']"
"Lowongan Dosen di Formasi CPNS Kemenkes 2023, Cek di Sini!",https://www.detik.com/edu/perguruan-tinggi/d-6949636/lowongan-dosen-di-formasi-cpns-kemenkes-2023-cek-di-sini,https://akcdn.detik.net.id/community/media/visual/2021/09/27/seleksi-cpns-di-bandung_43.jpeg?w=250&q=,kemenkes,"['Kesehatan', 'Kemenkes', 'CPNS']"
"Skema Baru! PNS Bisa Cepat Naik Jabatan, Asal..",https://www.cnbcindonesia.com/news/20230713165111-4-454068/skema-baru-pns-bisa-cepat-naik-jabatan-asal,https://awsimages.detik.net.id/visual/2023/06/23/selamat-pns-ini-kebagian-rezeki-nomplok-dari-jokowi_43.png?w=152&q=90,kemenkes,"['Kesehatan', 'Kemenkes', 'CPNS']"
Kapan PPPK Tenaga Kesehatan 2023 Dibuka? Cek Jadwalnya di Sini!,https://www.detik.com/sulsel/berita/d-6934958/kapan-pppk-tenaga-kesehatan-2023-dibuka-cek-jadwalnya-di-sini,https://akcdn.detik.net.id/community/media/visual/2020/09/14/tes-cpns-di-kota-bandung-terapkan-protokol-kesehatan-5_43.jpeg?w=250&q=,kemenkes,"['Kesehatan', 'Kemenkes', 'CPNS']"
"Makin Banyak Lowongan CPNS 2023, Formasi Dibuka Apa Saja?",https://www.cnbcindonesia.com/news/20230206071518-4-411178/makin-banyak-lowongan-cpns-2023-formasi-dibuka-apa-saja,https://awsimages.detik.net.id/visual/2021/09/02/seleksi-kompetensi-dasar-skd-bagi-calon-pegawai-negeri-sipil-cpns_43.jpeg?w=152&q=90,kemenkes,"['Kesehatan', 'Kemenkes', 'CPNS']"
"Cara Daftar CPNS 2023 yang Dibuka Hari Ini, Bisa Cek Gaji kalau Lolos",https://finance.detik.com/cpns/d-6940564/cara-daftar-cpns-2023-yang-dibuka-hari-ini-bisa-cek-gaji-kalau-lolos,https://akcdn.detik.net.id/community/media/visual/2023/08/10/ilustrasi-tes-cpns_43.jpeg?w=250&q=,kemenkes,"['Kesehatan', 'Kemenkes', 'CPNS']"
Formasi PPPK Kemenkes RI 2023: Cara Cek Kuota hingga Jadwal Penerimaan,https://www.detik.com/sulsel/berita/d-6926029/formasi-pppk-kemenkes-ri-2023-cara-cek-kuota-hingga-jadwal-penerimaan,https://akcdn.detik.net.id/community/media/visual/2022/12/23/apa-itu-pppk-tenaga-teknis-1_43.png?w=250&q=,kemenkes,"['Kesehatan', 'Kemenkes', 'CPNS']"
"14 Instansi yang Buka Rekrutmen CPNS 2023, Mana yang Terbanyak Pendaftarnya?",https://www.detik.com/edu/detikpedia/d-6952933/14-instansi-yang-buka-rekrutmen-cpns-2023-mana-yang-terbanyak-pendaftarnya,https://akcdn.detik.net.id/community/media/visual/2021/11/23/bkn-pusat-umumkan-jadwal-skb-cpns-2021-ini-informasinya_43.jpeg?w=250&q=,kemenkes,"['Kesehatan', 'Kemenkes', 'CPNS']"
"Link Pendaftaran CPNS 2024, Cek Jadwal, Formasi, dan Syaratnya!",https://www.cnbcindonesia.com/tech/20240503103419-37-535470/link-pendaftaran-cpns-2024-cek-jadwal-formasi-dan-syaratnya,https://awsimages.detik.net.id/visual/2021/09/02/seleksi-kompetensi-dasar-skd-bagi-calon-pegawai-negeri-sipil-cpns-13_43.jpeg?w=152&q=90,kemenkes,"['Kesehatan', 'Kemenkes', 'CPNS']"
"Ini Perkiraan Jadwal Pendaftaran CPNS 2024, Simak Syarat dan Cara Daftarnya",https://www.detik.com/jateng/bisnis/d-7322906/ini-perkiraan-jadwal-pendaftaran-cpns-2024-simak-syarat-dan-cara-daftarnya,https://akcdn.detik.net.id/community/media/visual/2023/08/10/ilustrasi-tes-cpns_43.jpeg?w=250&q=,kemenkes,"['Kesehatan', 'Kemenkes', 'CPNS']"
Menteri PANRB: Ada 671.731 ASN Pensiun hingga 2027,https://www.cnbcindonesia.com/news/20240105180131-4-503147/menteri-panrb-ada-671731-asn-pensiun-hingga-2027,https://awsimages.detik.net.id/visual/2023/03/29/press-statement-thr-dan-gaji-13_43.png?w=152&q=90,kemenkes,"['Kesehatan', 'Kemenkes', 'CPNS']"
Terbaru! Ini Bocoran Jadwal Seleksi CASN 2023,https://www.cnbcindonesia.com/news/20230125150211-4-408175/terbaru-ini-bocoran-jadwal-seleksi-casn-2023,https://awsimages.detik.net.id/visual/2022/02/11/alex-denni-deputi-bidang-sdm-aparatur-kementerian-panrb-tangkapan-layar_43.jpeg?w=152&q=90,kemenkes,"['Kesehatan', 'Kemenkes', 'CPNS']"
Siap-siap! Lowongan CPNS 2023 Dibuka Lebih Cepat,https://www.cnbcindonesia.com/news/20230127125756-4-408761/siap-siap-lowongan-cpns-2023-dibuka-lebih-cepat,https://awsimages.detik.net.id/visual/2020/09/01/tes-cpns-di-tengah-pandemi-cnbc-indonesia-andrean-kristianto-22_43.jpeg?w=152&q=90,kemenkes,"['Kesehatan', 'Kemenkes', 'CPNS']"
"Seleksi CASN 2023 Pasti Dibuka, Cek Ini Bocorannya",https://finance.detik.com/cpns/d-6533721/seleksi-casn-2023-pasti-dibuka-cek-ini-bocorannya,https://akcdn.detik.net.id/community/media/visual/2021/11/23/skb-cpns-1_43.jpeg?w=250&q=,kemenkes,"['Kesehatan', 'Kemenkes', 'CPNS']"
MenPAN-RB Setujui 100% Formasi ASN Usulan Menkes,https://news.detik.com/berita/d-7273364/menpan-rb-setujui-100-formasi-asn-usulan-menkes,https://akcdn.detik.net.id/community/media/visual/2024/04/02/kementerian-pendayagunaan-aparatur-negara-dan-reformasi-birokrasi-kemenpan-rb-menyetujui-100-usulan-formasi-asn-untuk-kementer_43.jpeg?w=250&q=,kemenkes,"['Kesehatan', 'Kemenkes', 'CPNS']"
"Link Pendaftaran CPNS, Formasi, Syarat, dan Jadwalnya",https://www.cnbcindonesia.com/tech/20240518081848-37-539227/link-pendaftaran-cpns-formasi-syarat-dan-jadwalnya,https://awsimages.detik.net.id/visual/2023/10/10/pendaftaran-cpns-diperpanjang-ini-5-instansi-sepi-peminat_43.jpeg?w=152&q=90,kemenkes,"['Kesehatan', 'Kemenkes', 'CPNS']"
Lowongan CPNS 2021: Ini Instansi yang Masih Sepi Peminat,https://www.cnbcindonesia.com/news/20210715221247-4-261307/lowongan-cpns-2021-ini-instansi-yang-masih-sepi-peminat,https://awsimages.detik.net.id/visual/2020/09/01/tes-cpns-di-tengah-pandemi-cnbc-indonesia-andrean-kristianto-26_43.jpeg?w=152&q=90,kemenkes,"['Kesehatan', 'Kemenkes', 'CPNS']"
Alasan Pemkot Makassar Usul 760 Formasi di Seleksi PPPK Tanpa Kuota Nakes,https://www.detik.com/sulsel/berita/d-6257048/alasan-pemkot-makassar-usul-760-formasi-di-seleksi-pppk-tanpa-kuota-nakes,https://akcdn.detik.net.id/community/media/visual/2019/10/15/198b3abb-84bd-4994-8c21-35cdca7b1595_43.jpeg?w=250&q=,kemenkes,"['Kesehatan', 'Kemenkes', 'CPNS']"
Pengumuman! Menkes Buka 5.500 Lowongan Dokter dan Nakes,https://www.cnbcindonesia.com/news/20240401055938-4-526905/pengumuman-menkes-buka-5500-lowongan-dokter-dan-nakes,https://awsimages.detik.net.id/visual/2023/12/23/menteri-kesehatan-budi-gunadi-sadikin-dok-kemenkes_43.jpeg?w=152&q=90,kemenkes,"['Kesehatan', 'Kemenkes', 'CPNS']"
